,follows_target,n_followers,n_following,n_posts,posts_over_time,bio,post_1_content,post_2_content,post_3_content,likes_post_1,comments_post_1,likes_post_2,comments_post_2,likes_post_3,comments_post_3,likes_post_4,comments_post_4,likes_post_5,comments_post_5,post_4_content
hannekebos71,,399.0,1057.0,1091.0,1.0,,"hannekebos71
Alle bewoners en collega's verwend met een mooi bosje bloemen van de Jumbo Heemskerk 💐💝🥰 #bosjebloemen💐 #jumboheemskerk #vivastagnes @jumboroemer
5d","hannekebos71
Echt mooi kunst in huize St. Agnes😇🎨🖼 #kunst #art
5d","hannekebos71
#weersataliet #weerfotografie #weerbericht #fotovanjan
5d",1.0,,,,,,,,,,
thomas.vanlancker,1.0,285.0,398.0,37.0,,,,,,1.0,,1.0,,,,,,,,
amber_melissax,1.0,283.0,573.0,44.0,1.0,Holding his hand 👫,"amber_melissax
Just the right amount of happy
65w","amber_melissax
💫
90w","amber_melissax
📸
95w",1.0,,1.0,,,,,,,,
bernicegoudt,1.0,235.0,364.0,109.0,,Building stories. Pixel by Pixel @dopper_official // Someday I'll build my own sustainable home. Brick by brick.,,,,1.0,,1.0,,1.0,,,,,,
12mollimolli,1.0,222.0,702.0,55.0,,,,,,1.0,,1.0,,,,,,,,
4strings_marley,1.0,647.0,688.0,31.0,1.0,Bassist for @thetradproject 🎶,"4strings_marley
The latest of unfinished art 🎨🖌️
.
.
.
#art #artistsoninstagram #theflash #ciscoramon #cars #mazda #mx5 #mazdamx5 #pencils #colouredpencil #drawing
3d","4strings_marley
A study in I can't draw mouths 😅
Gotta say I have falling absolutely in love with anything and everything rocket Man related
#art #drawing #pencil #eltonjohn #taronegerton #rocketman #rocketmanmovie #tonal @taron.egerton
8w","4strings_marley
Being silly with the baby today .
.
.
#fenderbass #bass #fender #jazz #fenderjazz #fenderjazzbass #silly #guitar #bassgram #basspractice #basslove #practice #gigs #bassgirl #femalebassplayer #girlbassist #bassit #happy #filters #scottish #scotland
15w",1.0,,,,,,,,,,
lena_mmoser,1.0,283.0,602.0,55.0,1.0,📍VIE🌱 vegan  🌍 adventure seeker👩‍👧‍👦 kindergarten teacher🧘🏼‍♀️ yoga teacher & student,"lena_mmoser
Ab Montag gibt es wieder wöchentliche Yoga Einheiten mit mir im Yoga Eleven. Bitte unbedingt über die website voranmelden weil die Platzanzahl noch beschränkt ist. Ich freu mich auf euch ✨
4d","lena_mmoser
Sonnenkind. ☀️ #sunshine #happy #mountains #austria #vacation #hiking #mountains #facingthesun #positivity #balanced #nature #healing #outdoors #enjoyinglife #adventure
1w","lena_mmoser
#blackouttuesday
2w",1.0,,,,,,,,,,
atelier_gilo,1.0,355.0,996.0,92.0,1.0,Hand Lettering & CalligraphyLetterforms and type designFuelled by Coffee & SnacksDM or email for enquiries,"atelier_gilo
So totally freehand with no guides and evidently no plans for a layout, I need to learn patience as well as lettering skills!
Having watched @pascribe at the lockdown letterdowns organised by @betterletters I’ve been wanting to use my @penteluk brush pen. Occasions for family members is always a good reason for some practice.
#pentalbrushpen #brushpenlettering #brushpencalligraphy #brushpenhandwriting #brushpenletters #brushpencalligraphypractice #brushpenillustration #brushpenlove #brushpenpractice #brushpentype #handmadetype #handlettered #lettering
1w","atelier_gilo
I hope everyone is having a good day. It’s lovely here in London today. Spring bank holiday chilling in the park. 😎 ☀️ #london #springbankholiday #sunshine #crayolasupertips #grassbackdrop #handmadetype #typography #goodtype #type #handlettered #lettering #50words #flourish #typeworship #typespot #typographie #strengthinletters #typematters #ligaturecollective #typeyeah #typewip #letterforms #typedaily #letteringco #dopetypesociety
3w","atelier_gilo
Another thank you note this time for the postmen and women. When I was a lot younger (+20 years ago) and needed to work I ended up in a sorting office and doing a daily round in South London. Honest graft and at those times of the day you get to see a whole different side to London. The only others times I’d see the city like that was walking home from central after being out clubbing.
#royalmail #postielife #lettering #pencilletteringpractice #handdrawntype #blackwingpearl #handmadetype #craftletters #craftlettering #rhodiapad #thicknthin #cursivewriting #scriptlettering #flourishes #filagree #handmadetype #typography #goodtype #type #handlettered #lettering #50words #typeworship #typespot #strengthinletters #ligaturecollective #typeyeah #typewip #letterforms #typedaily #letteringco #dopetypesociety
4w",1.0,,,,,,,,,,
morvaridrezaiee,1.0,265.0,2207.0,1225.0,,photographer                                                                      My Business  Photography Page @imaart.ad,,,,1.0,,,,,,,,,,
rick.dej,1.0,297.0,1670.0,13.0,,Links en door🚨,,,,1.0,,,,,,,,,,
estelle.pierson,1.0,48.0,241.0,115.0,,"🇫🇷,💏, Design d’Espace et DNSEP, 27 ans et toutes mes dents.",,,,1.0,,,,,,,,,,
siggyw1,,866.0,2383.0,115.0,1.0,Kenny✨Plant based🌱,"siggyw1
Wat was het weer gezellig💛
21w","siggyw1
Happy new year✨
24w","siggyw1
❤️✨
25w",1.0,,1.0,,1.0,,,,,,
nataschawildschut,1.0,549.0,344.0,475.0,1.0,Amsterdam|🏡 Dutch Just a girl who loves to travel🌏Next India - New York - PeruFaves Bali🏝 - Thailand🌞  - US🗽Wanderlust🗺✈Whoop Whoop 🏎🏁,"nataschawildschut
Heel Olam bakt brownietaart met mascarpone en rood fruit.

#brownie #cake #thegreatbakeoff
1w",,"nataschawildschut
Carnaval2020
16w",1.0,,,,,,,,,,
gerard_on_the_run,1.0,372.0,958.0,479.0,,Trailrunner|Altra|1969|Coach|AltraRunner|026|Motogp|IsleofMan|Superbike|RhodasianRidgeback|Ultrarunning|HR Innovator|Rebellious,,,,1.0,,,,,,,,,,
juliavanveen,,296.0,349.0,123.0,,,,,,1.0,,,,,,1.0,,,,
mirandacycling,,849.0,286.0,94.0,1.0,❤️Cycling😍🚴‍♀️🚵‍♀️Fietsen🚴‍♀️ lekker & goed eten🌽🍝🍽️ en de duurzame optie proberen te kiezen🌱😊www.strava.com/athletes/mirandabik,"mirandacycling
Happy 30.000km anniversary for my beautiful road bike @planetxbikes 😍

Vandaag tijdens een rustig ritje de 30.000e kilometer op mijn 'nieuwe' fiets gereden!! Ik heb al zoveel mooie ritten gemaakt op deze fiets; zonnige zomersritten, maar ook winterse trainingsritten door de vrieskou, een heleboel bergen beklommen, gravelpaadjes ontdekt, extreem lange ritten gemaakt, (team)tijdritten mee gereden (en gewonnen), en ongeveer elke heuvel in Nederland mee bedwongen.

Benieuwd waar mijn fiets mij nog meer gaat brengen😄

#lovemyroadbike #lovemybike #bikeanniversary #anniversarybike #lovetocycle #lovelybike #lovelyroadbike #happycyclist #happybike #cyclist #happycycling #wielrennen #blijewielrenner #enjoythelittlethings #enjoyyourbike #planetxbikes #planetx #cyclinglife #roadbikes #roadbike #roadbikelife #cyclelife
1d","mirandacycling
Crazy weather, busy day and a nice ride😊

Vanochtend er van overtuigd de wekker op snooze gedrukt te hebben, maar dat bleek niet zo toen ik een half uur later wakker werd😅

Gelukkig neem ik meestal sochtends de tijd om lekker rustig aan te doen, dus was ik nu met opschieten ruim op tijd op werk. Sinds deze week sta ik weer voor de klas, heerlijk maar ook druk. Op de terugweg enorme regenbuien tegengekomen waardoor de straten zelfs even blank stonden.

Bij thuiskomst stond er nog een core training en rondje fietsen op de planning, dat werd dus zweten in het tacxhok.

Terwijl ik aan mijn core training begon trokken de wolken weg, en een half uur later was het droog.. toch maar buiten rijden? Buienradar liet mij weten dat ik daar iets meer dan een uur voor had. Dus ik ben snel op de fiets gesprongen. Het was een heerlijk ritje!

Van boven hield ik het droog, het wegdek daarentegen 😅

#fietseninderegen #natwegdek #wielerleven #wielrennen #avondrit #coreworkout #planetxbikes #planetx @planetxbikes #cyclinglife #cyclinglove #cycling #cyclist #lovemyroadbike #lovetocycle #lovemybike #lovemyroadbike #lovetoride #alwayscycling #alwayshappyonthebike #cyclingintherain
2d","mirandacycling
Yesterday's ride😊

Vandaag nog een beetje nagenoten van de rit van gisteren. Heerlijk van die ritjes waardoor het voelt alsof je op vakantie bent. Vandaag voor het eerst sinds de corona uitbraak in Nederland weer voor de klas gestaan. En na zo'n lekker weekend, kon ik heerlijk aan de week beginnen.

Vandaag qua training even rustdag, morgen mag ik weer!

Ondanks dat (volgens mij) het advies van de @teamknwu is om met max 4 te fietsen, zie ik steeds meer grote groepen fietsen, en ook onbekende die elkaar tegenkomen en bij elkaar (of bij ons) in het wiel blijven plakken. Waar ik het normaal gesproken altijd heel leuk vond als iemand in het wiel kwam (rijden wij zo hard dat je mee wil liften😁💪) was ik toen corona net in Nederland was er niet zo van gediend (en sprak wielplakkers er ook op aan; wil je vanwege corona even niet meeliften, de meeste begrepen dat wel). Momenteel weet ik niet zo goed wat ik moet doen. De maatregelen versoepelen, er mag weer in kleine groepjes gefietst worden. Maar of dan bij een vreemde in het wiel zo handig is, ik vind dat lastig inschatten.

Wat doe jij momenteel, nog steeds solo of alweer met bekende, of ook onbekende? En hoe vind je het als iemand bij jou in het wiel komt plakken momenteel?

#wielerleven #inhetwiel #uitdewind #cyclinglife #posbank #trainingride #cyclingwoman #cyclinglife #coronacycling #planetxbikes #cyclinginnature #cyclingpic #bikes #roadbike #roadbikes #roadbikelife #veluwezoom #ridesolo #groupride #wielrennen
3d",1.0,,1.0,,1.0,,1.0,,,,
lclimacharlie,1.0,632.0,1270.0,1511.0,1.0,🇦🇷🏠🇳🇱📈Sales Consultant👩🏻‍💻Translator 👩🏻‍🏫ESL Teacher 🧗🏻‍♀️Climbing🏊🏻‍♀️Swimming🥗Food&travel🗣🇦🇷🇫🇷🇬🇧🇮🇹📷Canon SX60HS & iPhone6,"lclimacharlie
Jacobo Bosch clock 🧡 #denbosch #visitnetherlands #travel
1d","lclimacharlie
A day at Den Bosch 🧡 #travel #denbosch #visitnetherlands
1d","lclimacharlie
Here for you #blackouttuesday
2w",1.0,,,,,,,,,,
ajm_steegs,1.0,511.0,629.0,651.0,1.0,Levensgenieter,"ajm_steegs
About last night 🥰🥰 #love #happycouple
4d","ajm_steegs
@k.kooyman en ik hebben een nieuwe hobby gevonden #fotografie 😊 Je kan ons volgen op @zeventientwaalf
1w","ajm_steegs
🦋
27w",1.0,,,,,,,,,,
evistruyven,1.0,1062.0,345.0,597.0,1.0,"| 🌍 Belgium, 94| 💍 Engaged with @schittecat 💕 #11years| 🤰🏻 Babygirl coming #November2020| 🐾 Dog mommy @fen.the.malinois","evistruyven
| #flowersofinstagram |
2w","evistruyven
It's a... BABYGIRL!!! 🌸
#genderrevealparty #genderreveal #itsagirl #babygirl #happy #baby #preggers #gender #pinkorblue #parentstobe
2w","evistruyven
Our biggest wish, our biggest dream, finally came true. We're expecting a little miracle! 💕 #november2020
7w",1.0,,1.0,,1.0,,1.0,,,,
rixt2008,1.0,140.0,576.0,11.0,,Cato❤️🐴,,,,1.0,,,,,,,,,,
evelinesteinmetz,1.0,15.0,39.0,146.0,,,,,,1.0,,,,,,,,,,
mylittlelogcabin,1.0,377.0,496.0,170.0,1.0,"🏡 A logcabin🏕 Outdoor🥾 Hiking🏡 AirbnbSweden, Västra Götaland#mylittlelogcabin","mylittlelogcabin
Årets sommarbilaga i @ulricehamns_tidning innehåller spännande läsning!
Ut och vandra vetja! 😃🥾☀️⛺️
5d","mylittlelogcabin
Galet nöjd med mina nya kängor! När jag testade dem i butiken var det som att komma hem så jag slog till och när jag nu går i dem känns det helt rätt för mig. Bra stöd för fötterna och rejäl sula som kan tackla stenar och grenar. Nu ska de gås in och sedan får de följa med till fjälls! 😃🥾
Bra jobbat @lundhags! Skor för livet 😊🥾
1w","mylittlelogcabin
Dagens runda på 14 km tog oss förbi den här fina utsikten! Rundan ligger vid Bredared och är väl värd att gå. Varierande terräng, några delar lite svårare men väldigt vackert. Väl skyltat i båda riktningarna med nya stolpar vid några hyggen. Tips: gå rundan motsols för att undvika den branta uppförsbacken till den fina utsiktplatsen ;)
3w",1.0,,,,,,,,,,
jitskevolkert,1.0,437.0,548.0,120.0,1.0,World oceans day: join the Dopper Wave!https://bit.ly/2AglWmy@dopper_official,"jitskevolkert
#blackouttuesday
2w","jitskevolkert
Nieuwe aanwinst: een echte schakelbrommert 🤩 De voorliefde van @emielrense voor vreemde voertuigen blijkt besmettelijk.. Binnenkort op brommervakantie dan maar🤞

#schakelbrommer #nunoglerenschakelen
#hondadax #blijebrommerrijder #vliegjeshappen
7w","jitskevolkert
After work sup!

#sup #standuppaddle #loosdrecht #dopperbottle #coronaproof #anderhalvemeter #springiscoming
9w",1.0,,1.0,,1.0,,1.0,,,,
the_socent_connection,1.0,691.0,258.0,922.0,1.0,"Promoting good business, brands & people. Inspiring change. Connecting the future 💚Founder: @anthonyveluz","the_socent_connection
#blackouttuesday #theshowmustbepaused
2w","the_socent_connection
""If I could fall, into the sky...do you think time, would pass me by"" ⌚ 🎶
⬇️
🎵: Vanessa Carlton - A Thousand Miles
⬇️
Anthony was inspired by a post by @jameslucylondon today, in particular the quote they used - ""Without music to decorate it, time is just a bunch of boring production deadlines or dates by which bills must be paid."" - Frank Zappa.
⬇️
This resonates well with him as he loves music and it plays a big part in his life. If you've seen his posts you'll know 😏 A Thousand Miles was the first song that came to mind when he saw James Lucy London's post today and he had a bit of a Terry Crews moment, and had his James Lucy London watch on hand 😁
.
.
.
.
.
.
.
.
.
.
#instavid #song #music #lyrics #lipsync #terrycrews #lovemusic #musiclove #musiclife #musicislife #qotd #brand #product #feature #watch #fashion #style #gaucho #classic #minimalist #ethicalfashion #lifestyle #socent #socialenterprise #change #impact #makeadifference #dogood #positivevibes #goodvibes
2w","the_socent_connection
Anyone remember the song Here It Goes Again by OK Go? Does anyone remember the music video?

You really need 3 other people and 4 treadmills to recreate the video Anthony but nice try 😅

Rocking a @yeetsocial t-shirt at least 😏
.
.
.
.
.
.
.
.
.
.
#instavid #musicvideo #okgo #hereitgoesagain #indie #indiemusic #rockmusic #goodmusic #lovemusic #dance #brand #product #feature #tshirt #clothes #clothing #apparel #fashion #ethicalfashion #sustainablefashion #style #lookgood #dogood #feelgood #lifestyle #change #impact #makeadifference #positivevibes #goodvibes
2w",1.0,,1.0,,1.0,,,,,,
lindeschriemer,1.0,230.0,331.0,27.0,,~ 𝙱𝚘𝚗𝚑𝚘𝚎𝚏𝚏𝚎𝚛 𝙱6🌸~ 𝙹𝚊𝚗𝚝𝚓𝚎🌸~𝙹𝚞𝚞𝚕𝚝𝚓𝚎🌸~𝚙𝚒𝚖🌸~𝚜𝚞𝚗𝚗𝚢🌸••@karinschriemer @welshje_juul @calineschriemer @silkeschriemer @pim_sunkok15 @spothorses,,,,1.0,,,,1.0,,,,,,
interstuhl_nederland,1.0,515.0,311.0,151.0,1.0,A powerhouse of innovations for seating and work,"interstuhl_nederland
PURE Interior Edition - now available. Ideal chair for your home Office. #pure #interstuhl #chair #interiordesign #thuiswerken #homeoffice #germanengineers #europe #design #characterdesign #lightinweight #innovation
2h","interstuhl_nederland
PURE Interior Edition - now available. Ideal chair for your home Office. #pure #interstuhl #chair #interiordesign #thuiswerken #homeoffice #germanengineers #europe #design #characterdesign #lightinweight #innovation
2h","interstuhl_nederland
PURE Interior Edition - now available. Ideal chair for your home Office. #pure #interstuhl #chair #interiordesign #thuiswerken #homeoffice #germanengineers #europe #design #characterdesign #lightinweight #innovation
2h",1.0,,,,,,,,,,
irisdelange_x,1.0,232.0,436.0,78.0,,🔸️Toegepaste Psychologie 📚,,,,1.0,,1.0,,,,,,,,
soulshooz,1.0,186.0,193.0,96.0,1.0,"1st upcycled, recycled jute & cork based shooz, inspired by Zulu culture. Making the world better, 1 step at a time♻️🌍 🇳🇱🇿🇦#SoulShooz#AfriqueDuShooz","soulshooz
Step By Step, Bit by Bit,
Stone By Stone, Brick by Brick, Day By Day, Mile by mile, we are growing..... Playing around with some design ideas as we develop the second round of the Jute #SoulShooz
Thank you to everyone who has supported us since selling our first pair of #SoulShooz

#SoulShooz
#recycle
#upcycle
#mbadada
#proudlysouthafrican
#locallymade
#handmade
#sandals
#TireShoes
#TireSandals
#ZuluCulture
#SoulShoozC1
#AfriqueDuShooz
#MadeIfAfrica
#WornAroundTheWorld
#milieuvriendelijk
#milieuvriendelijkmateriaal
#milieuvriendelijkAfrika
1d","soulshooz
Recycling & upcycling is good for the environment, which in turn is good for you.

@bijibijiethicalfashion products (Peony tote bag) are made of re-purposed/rejected seat belts. They are ethically handmade and are doing their part to save the planet! 🌏 ♻️ 👍

#ProductAppreciation
#EthicalInnovation
#Ecofriendly
1d","soulshooz
✊🏾✊🏻✊🏿✊🏽✊🏼✊ #June16
Image via hannovanzyl.co.za
@hannovanzyl

Edit added: Photographer Peter Magubane
2d",1.0,,,,,,,,,,
albertvp52,1.0,118.0,289.0,171.0,,,,,,1.0,,1.0,Heb ik👌👌5dReply,1.0,,,,,,
peet.d,1.0,142.0,118.0,54.0,,,,,,1.0,,,,,,,,,,
kidsagainstplastic,1.0,2672.0,524.0,268.0,1.0,"🇬🇧 16 & 14 - sisters picking up 100,000 pieces of plastic and making the UK #PlasticClever✊ Promoting youth social action📚 Grab a copy of our book!:","kidsagainstplastic
Unboxing our book!

It’s been 6 weeks already since our book was published by @dkbooks - 6 weeks! In celebration, here’s a video from publication day of us seeing the book in person for the first time. As you can probably tell, we were just a little bit excited 😊💚
.
.
.
.
.
#kidsagainstplastic #kidsvplastic #plasticclever #beplasticclever #youth4climate #climateaction #plastic #plasticpollution #dkbooks @beplasticclever
20m","kidsagainstplastic
Some shocking statistics I saw on Twitter that I think are worth sharing here. As someone part of the generation set to inherit this planet in the future, it shocks - and frankly, scares - me that a relatively high percentage of people still deny that climate change is real. -
Global warming is perhaps the greatest threat to human existence (as well as that of all life on Earth) - we’re already facing its consequences, with ocean acidification, more severe storms happening more regularly, and 2020 89% likely to become the warmest year to date. We need to stop denying what we see before our eyes and get moving to prevent this problem worsening while we still can. .
.
.
.
.
.
#kidsagainstplastic #kidsvplastic #youth4climate #climateaction #globalclimateaction #plastic #plasticpollution #climatechange
1d","kidsagainstplastic
The first of the homegrown strawberries has emerged - and wow is it a big one! 🍓 -
Growing your own fruit and veg is a great way to reduce excessive plastic! Most produce from the supermarkets comes in armfuls of wrapping, with large amounts also being flown long distances to reach our plates (not great for climate change!). Home-grown veggies and fruits are often a lot nicer, and it’s easier now than ever to plant your own. You don’t even need a garden, thanks to innovative designs for city living with plants. Definitely something to consider doing for the next summer if you haven’t already! ☀️😊🌱 .
.
.
.
.
.
#kidsagainstplastic #kidsvplastic #plasticclever #homegrown #zerowaste #plastic #plasticpollution #youth4climate #climateaction #plasticfree
2d",1.0,,,,,,,,,,
joan_flute,1.0,510.0,968.0,834.0,1.0,"Fluteplayer SancanDuo, FreshMusicEnsemble,Nederlands #Fluitkwartet,#Fluteoctet BlowUp! #fluteteacher at @ckvalmere #mentalcoach  www.happyonstage.nl","joan_flute
Twee keer mogen spelen voor een ‘volle’ zaal enthousiast publiek (30p). En wat een warme ontvangst weer door @podiumazijnfabriek en #stichtingkamermuziekshertogenbosch. (Helaas geen foto’s). Ik verheug me enorm om volgend seizoen met #fluitoctetblowup terug te komen. #fluit #piano #kamermuziek #concert #muziek #music #flute #flöte #flautotraverso
5d","joan_flute
Twice we will play this lovely program for #flute and #piano coming saturday in our first #concert since #covid_19 #happy @happy_on_stage #fluit #dwarsfluit #flöte #flauto #flauta #music #muziek #musica #Musik #klassiek #classicalmusic @podiumazijnfabriek #stichtingkamermuziekshertogenbosch
1w","joan_flute
So happy preparing this beautiful program for our first #live #concert with #audience since #covid_19 #flute #piano #fluit #frenchmusic #sancanduo next saturday in ‘s Hertogenbosch @podiumazijnfabriek #lunchconcert #happyonstage @happy_on_stage #haynes #haynesflute #haynesfluteplayer
1w",1.0,,,,,,,,,,
janwillemsteenbeek,,257.0,790.0,167.0,,Live is so much brighter when you focus on What truly matters.      Love to Cook for you. Stand up paddle    Badminton spain kahuna🇪🇸🇾🇪Viva la vida,,,,1.0,,,,,,,,,,
itsagiftomatic,,104.0,338.0,38.0,1.0,Met Giftomatic haal je meer uit je Cadeaukaart.🎁 Cadeau inspiratie in je mail🖐 Verzilver een verlopen cadeaukaart alsnog,"itsagiftomatic
Jouw verlopen cadeaukaart is nog minimaal 15 euro waard.
•
Met dit schort (meerdere varianten beschikbaar) en dit handige opvouwbare vergiet word je een echte keukenprins(es). •
Volg ons voor meer producten en kortingen.
Verlopen cadeaukaart gevonden? •
Check de link in de bio.☝🏼
#giftomatic #giftcard #expiredgiftcard #verlopencadeaukaart #cadeaukaart #instapic #picoftheday #deal #apron #vergiet #keukentools #keukenprinses #nederland
1w","itsagiftomatic
Heb je liever deze mooie zonnebril of deze handige iPhone case met koord?
Lever jouw verlopen cadeaukaart in en krijg minimaal 15 euro korting. Maak je klaar voor de zomer!

Vergeet niet onze andere producten te bekijken.
Link in bio!

#giftomatic #giftcard #expiredgiftcard #verlopencadeaukaart #cadeaukaart #instapic #picoftheday #deal #sunglasses #phonecord #nederland
2w","itsagiftomatic
Gooi je verlopen cadeaukaart niet weg! Bij Giftomatic krijg je er nog minimaal 15 euro compensatie voor. •
Hoe? •
Check de link in de bio, volg de stappen en binnen 10 minuten heb jij je korting.💫
3w",1.0,,,,,,,,,,
annefleurjulie1996,1.0,306.0,824.0,112.0,,23 jaarStudent vakexpert voeding en kwaliteitDans 2x per week bij DSM 👯‍♀️💃,,,,1.0,,1.0,,1.0,,1.0,,,,
almappartementszellamsee,,51.0,95.0,10.0,1.0,"We rent 3 modern apartments Alm1Alm2Alm3 Schüttdorf ZellamSee Austria. Summer card included, holiday all year.","almappartementszellamsee
Great mountain walk in Zell am See
#schwalbenwandrunde
#mitterberghof
#schützingalm
#zellamseekapruntourenapp
#sommertouren
1w","almappartementszellamsee
perfect day for #mountainbiken #Zell am See #Kaprun #nature #lake
6w","almappartementszellamsee
https://youtu.be/Kqd2bmel1F0
Look at the weather with our webcam from Alm Appartements Zellamsee
#areitxpress #kitzsteinhorn #apartments #skiholiday #alm
24w",1.0,,1.0,,,,,,,,
sweetmicu,1.0,332.0,905.0,10.0,,Just be kind innit,,,,1.0,,,,,,,,,,
cameliabrande,1.0,318.0,492.0,85.0,1.0,👩‍🔬Pharmacist💊📍Amsterdam 🚲🌦️🇳🇱,"cameliabrande
Amazing place with awesome friends! ❤️
3w",,https://www.instagram.com/p/CAQqOvKp3du/,1.0,,,,,,,,,,https://www.instagram.com/p/B9IKg2aJpfh/
rz_04_,1.0,131.0,290.0,21.0,,,,,,1.0,,,,,,,,,,
helen_flo,1.0,852.0,796.0,527.0,1.0,Global citizen 🌍🌎🌏💜,"helen_flo
Corona Virus or Survivor's Guilt
It took me some time to find the words to describe the current situation. You're probably tired of all this talks, messages, pictures and videos about Corona, but I really want to comment on it.

The reason for it is an optimistic police report, that was published yesterday in some article. I don't know where and how they gathered data and wrote something like ""people understand how serious it is..."". What I see (almost every day), less and less people take it seriously. More and more people not wearing mask properly (or not wearing at all). Another reason for my post is an encounter with guy, who didn't wear a mask (but he had one around his neck) while shopping with his parents, because he was freed of it (some medical issues whatsoever). I asked him to put his mask on his face, the reply was ""I'm freed, should I show you my medical certificate?"" I was ready to explode! Does he really think his paper will save him from the virus? What about his parents? The guy wasn't helping them while shopping anyway, what's the point of having him there??? I do understand it's hot in a mask, you can't breathe and so on and so on... BUT you need to wear a mask for 20-30 Minutes, while shopping, people who work in the shop have to wear it for 4-8 hours!!! If you don't care about the virus, at least have some RESPECT for someone who works, so you can buy your noodles and toilet paper!!! Same works for public transport: is it so hard to wear a mask on the train? You won't suffocate, don't worry.

The last, but not least, the quote ""I don't know anyone, who has the virus"". YOU'RE LUCKY! (just for you to know) it does NOT mean it is not there. One thing is to know someone who has it, another one is to lose someone because of it.
Be mindful!!! Take all the measures (wash hands, wear a mask, social distancing) to keep yourself and, what is even more important, other people safe! By doing simple actions, you might safe someone's life even without knowing it.
P.S. I know most of you, who will read it till the end, are mindful and behave accordingly. Maybe it will motivate you to keep it up and spread the word to others 😉
3d","helen_flo
@blklivesmatter #blackouttuesday
No matter where you are, you can still support the movement and stand up against injustice!
All lives matter. We can't afford to be racists!!!! Be human!!!!
2w","helen_flo
#bye2019 Part 2.
Could not fit all my dear people in one post 😁
Happy New Year to you all 💜
Hope to see you all again in 2020 somewhere in the world 🌍🌎🌏 #bye2019 #hello2020 #memories #newyear
24w",1.0,,,,,,,,,,
luckaarttruc,1.0,210.0,246.0,116.0,,"Random pictures to drift away 📷 captured while traveling, on holiday or in daily life",,,,1.0,,,,,,,,,,
indivbijnen,1.0,513.0,1585.0,106.0,1.0,Designer ✍🏻,"indivbijnen
✍🏻 #drawing #illustration #illustrator #digitaldrawing #art
1w","indivbijnen
✍🏻 #drawing #illustrator #illustration #fashion #designer
5w","indivbijnen
🏄🏻‍♀️🌴
@solidsurfhouse
#surf #surfing #surfboard #surfboards #beach #holiday #srilanka #weligama #weligamabeach
7w",1.0,,,,,,,,,,
rowena.deleu,1.0,140.0,575.0,35.0,,,,,,1.0,,,,1.0,,,,,,
powanlaw,1.0,43.0,237.0,18.0,,,,,,1.0,,,,,,,,,,
thesavourytruth,1.0,1144.0,692.0,128.0,1.0,Food stories and other things.Exploring simple but exciting ingredient combinations for any setting. 🍽🥣🥡Here mostly for community.,"thesavourytruth
Five minute brunch (and five minutes to eat 😋).
Toasted bread (I used my feta/ artichoke/ sun-dried tomato focaccia) | Poached egg | Cherry toms & chopped avo tossed with salt, cayenne & cider vinegar | Sprinkle with chilli flakes, cayenne & salt.
Tip tip: I bought a net of the little home-ripen avocados which I keep in the fridge and take a couple out to ripen at a time. The little ones are a perfect serving size, so great if you live alone, or if others in the house aren’t fans.
.
.
.
.
#summer #delicious #healthyfood #tasty #eat #healthyeating #hungry #thatsdarling #brunch #healthychoices #simple #eggs #avocado #recipe #realfood #stay-healthy #eatwell #fastfood #eats #freshfood #toast
1w","thesavourytruth
NOTE TO SELF 😉
.
.
.
#love #truth #freedom #strength #power #mindset #beyourself #authentic #courage #intuition #selfworth #ego
1w","thesavourytruth
Undecided on a descriptor but if you’re too cool for quiche, then it’s a tortilla 😉 (quichilla or tortiche perhaps?). Great for a quick brunch, but would lend itself nicely to a lunch spread or picnic. Adjust quantities/ pan size to suit. You could experiment with different veggies/ meat too. Next time, I’m going to add some leftover crispy potatoes from the night before (so hungry this morning that I forgot 😕).
For 1 in a 20cm D pan:
C. 40g chorizo & half med. courgette (both diced) seared in the pan with a little oil & smoked paprika.
Add 2 eggs whipped with a dollop of soured cream, salt, pepper & oregano.
Pop in 175c (fan) oven for c. 8 mins.
.
.
.
.
#summer #delicious #lunch #tasty #eat #foodlover #hungry #thatsdarling #brunch #simple #eggs #recipe #realfood #comfortfood #rustic #eatwell #fastfood #eats #easyrecipes #simplefood #quiche #tortilla
1w",1.0,,1.0,,1.0,,1.0,,,,
maikgs78,1.0,346.0,381.0,28.0,,Real estate Marbella 🇳🇱🇪🇸 for more details sent PM,,,,1.0,,,,,,,,,,
mariniertje21,1.0,25.0,283.0,4.0,,,,,,1.0,,,,,,,,,,
ksenia.semenyk77,1.0,325.0,997.0,255.0,,,,,,1.0,,,,,,,,,,
